"""Procedimento"";""Quantidade aprovada"";""Valor aprovado"""
"""0202031152 TESTES CUTANEOS DE LEITURA IMEDIATA"";10443;-"
"""0202031179 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS EM GESTANTES"";7664167;-"
"""0202031187 DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA"";16005;-"
"""0202031195 DOSAGEM DA FRACAO C1Q DO COMPLEMENTO"";606;-"
"""0202031209 DOSAGEM DE TROPONINA"";585833;5821308,45"
"""0202031225 EXAME LABORATORIAL PARA DOENCA DE GAUCHER I"";41;-"
"""0202031233 EXAME LABORATORIAL PARA DOENCA DE GAUCHER II"";78;-"
"""0202031276 DOSAGEM DE ADENOSINA-DESAMINASE (ADA)"";21540;313513,22"
"""0202031284 ANTIBETA 2 GLICOPROTEINA I -IGG"";3115;434450,00"
"""0202031292 DOSAGEM DE ANTI-BETA-2-GLICOPROTEINA I - IGM"";2147;291862,50"
"""0202031306 DIAGNOSTICO E REAVALIACAO DE HEMOGLOBINURIA PAROXISTICA NOTURNA"";1567;126316,00"
"""0202031314 DOSAGEM DE ANTICORPO ANTI-ACHR"";240;21524,14"
"""0202031322 DOSAGEM DE SIROLIMO"";92;4824,82"
"""0202031349 TESTE DE BIOLOGIA MOLECULAR PARA A DETECCAO DE MARCADORES DE MYCOBACTERIUM LEPRAE, EM AMOSTRAS DE B"";13;-"
"""0202031357 TESTE QUALITATIVO IN VITRO , PARA DETECCAO DE MYCOBACTERIUMLEPRAE RESISTENTE A RIFAMPICINA E/OU DA"";19;-"
"""0202031365 TESTE DE LIBERACAO DE INTERFERON-GAMA PARA ILTB (IGRA)"";348;-"
"""0202031381 TESTE TREPONEMICO LABORATORIAL PARA DETECCAO DE SIFILIS PARA POPULACAO GERAL (EXCETO GESTANTE,"";1247;6793,00"
"""0202031390 TESTE TREPONEMICO LABORATORIAL P/ DETECCAO DE SIFILIS EM GESTANTE"";1452;7318,50"
"""0202031403 TESTE TREPONEMICO LABORATORIAL P/ DETECCAO DE SIFILIS EM PARCEIRO OU PARCERIA DE GESTANTE"";179;895,00"
"""0202031411 TESTE FTA-ABS TOTAL PARA DIAGNOSTICO DA SIFILIS PARA POPULACAO GERAL (EXCETO GESTANTE, PARCEIRO O"";104;-"
"""0202031420 TESTE FTA-ABS TOTAL PARA DIAGNOSTICO DA SIFILIS EM GESTANTE"";197;-"
"""0202031438 TESTE FTA-ABS TOTAL PARA DIAGNOSTICO DA SIFILIS EM PARCEIRO OU PARCERIA DE GESTANTE"";7;-"
"""0202031446 PESQUISA LABORATORIAL DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG) PARA POPULACAO GE"";5411;-"
"""0202031454 PESQUISA LABORATORIAL DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG) EM GESTANTE"";2615;-"
"""0202031462 PESQUISA LABORATORIAL DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG) EM PARCEIRO OU PARC"";249;-"
"""0202031470 PESQUISA LABORATORIAL DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV) PARA POPULACAO GERAL ("";5473;-"
"""0202031489 PESQUISA LABORATORIAL DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV) EM GESTANTE"";3236;-"
"""0202031497 PESQUISA LABORATORIAL DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV) EM PARCEIRO OU PARCERIA"";107;-"
"""0202031500 PESQUISA LABORATORIAL DE ANTIGENOS DE HIV E/OU ANTICORPOS ANTI-HIV-1 OU ANTI-HIV-2 PARA POPULACAO"";4687;-"
"""0202031519 PESQUISA LABORATORIAL DE ANTIGENOS DE HIV OU ANTICORPOS ANTI-HIV-1 OU ANTI-HIV-2 EM GESTANTE"";4695;-"
"""0202031527 PESQUISA LABORATORIAL DE ANTIGENOS DE HIV OU ANTICORPOS ANTI-HIV-1 OU ANTI-HIV-2 EM PARCEIRO E PARCE"";183;-"
"""0202031535 PESQUISA LABORATORIAL DE ANTICORPOS ANTI-HTLV-1 + HTLV-2 PARA POPULACAO GERAL (EXCETO GESTANTE, PAR"";781;-"
"""0202031543 PESQUISA LABORATORIAL DE ANTICORPOS ANTI-HTLV-1 + HTLV-2 EM GESTANTE"";360;-"
"""0202031551 PESQUISA LABORATORIAL DE ANTICORPOS ANTI-HTLV-1 + HTLV-2 EM PARCEIRO OU PARCERIA DE GESTANTE"";22;-"
"""0202040011 DOSAGEM DE ESTERCOBILINOGENIO FECAL"";7886;-"
"""0202040020 DOSAGEM DE GORDURA FECAL"";2062;-"
"""0202040038 EXAME COPROLOGICO FUNCIONAL"";31093;-"
"""0202040046 IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS"";23269;-"
"""0202040054 PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA)"";32429;-"
"""0202040062 PESQUISA DE EOSINOFILOS"";3359;-"
"""0202040070 PESQUISA DE GORDURA FECAL"";6190;-"
"""0202040089 PESQUISA DE LARVAS NAS FEZES"";22299;-"
"""0202040097 PESQUISA DE LEUCOCITOS NAS FEZES"";89374;-"
"""0202040100 PESQUISA DE LEVEDURAS NAS FEZES"";6070;-"
"""0202040127 PESQUISA DE OVOS E CISTOS DE PARASITAS"";211768;-"
"""0202040135 PESQUISA DE ROTAVIRUS NAS FEZES"";60556;-"
"""0202040143 PESQUISA DE SANGUE OCULTO NAS FEZES"";54901;-"
"""0202040151 PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES"";6025;-"
"""0202040160 PESQUISA DE TRIPSINA NAS FEZES"";411;-"
"""0202040178 PESQUISA DE TROFOZOITAS NAS FEZES"";8584;-"
"""0202040186 TESTE DE ELASTASE PANCREATICA FECAL"";11;1432,20"
"""0202050017 ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA"";12426966;-"
"""0202050025 CLEARANCE DE CREATININA"";202922;-"
"""0202050033 CLEARANCE DE FOSFATO"";1793;-"
"""0202050041 CLEARANCE DE UREIA"";158976;-"
"""0202050050 CONTAGEM DE ADDIS"";28650;-"
"""0202050068 DETERMINACAO DE OSMOLALIDADE"";165421;-"
"""0202050076 IDENTIFICACAO DE GLICIDIOS URINARIOS POR CROMATOGRAFIA (CAMADA DELGADA)"";405;-"
"""0202050084 DOSAGEM DE CITRATO"";5577;-"
"""0202050092 DOSAGEM DE MICROALBUMINA NA URINA"";863232;-"
"""0202050106 DOSAGEM DE OXALATO"";37022;-"
"""0202050114 DOSAGEM DE PROTEINAS (URINA DE 24 HORAS)"";454331;-"
"""0202050122 DOSAGEM E/OU FRACIONAMENTO DE ACIDOS ORGANICOS"";11902;-"
"""0202050130 EXAME QUALITATIVO DE CALCULOS URINARIOS"";68755;-"
"""0202050149 PESQUISA / DOSAGEM DE AMINOACIDOS (POR CROMATOGRAFIA)"";2697;-"
"""0202050157 PESQUISA DE ALCAPTONA NA URINA"";593;-"
"""0202050165 PESQUISA DE AMINOACIDOS NA URINA"";1867;-"
"""0202050173 PESQUISA DE BETA-MERCAPTO-LACTATO-DISSULFIDURIA"";8732;-"
"""0202050181 PESQUISA DE CADEIAS LEVES KAPPA E LAMBDA"";50089;-"
"""0202050190 PESQUISA DE CISTINA NA URINA"";537;-"
"""0202050203 PESQUISA DE COPROPORFIRINA NA URINA"";678;-"
"""0202050211 PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA"";2569;-"
"""0202050220 PESQUISA DE FENIL-CETONA NA URINA"";33520;-"
"""0202050238 PESQUISA DE FRUTOSE NA URINA"";1275;-"
"""0202050246 PESQUISA DE GALACTOSE NA URINA"";14698;-"
"""0202050254 PESQUISA DE GONADOTROFINA CORIONICA"";47143;-"
"""0202050262 PESQUISA DE HOMOCISTINA NA URINA"";14072;-"
"""0202050270 PESQUISA DE LACTOSE NA URINA"";1004;-"
"""0202050289 PESQUISA DE MUCOPOLISSACARIDEOS NA URINA"";414;-"
"""0202050297 PESQUISA DE PORFOBILINOGENIO NA URINA"";723;-"
"""0202050300 PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE)"";60530;-"
"""0202050319 PESQUISA DE TIROSINA NA URINA"";246;-"
"""0202050327 PROVA DE DILUICAO (URINA)"";21837;-"
"""0202060012 DETERMINACAO DE INDICE DE TIROXINA LIVRE"";52405;-"
"""0202060020 DETERMINACAO DE RETENCAO DE T3"";1874;-"
"""0202060039 DETERMINACAO DE T3 REVERSO"";1132;-"
"""0202060047 DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA"";9260;-"
"""0202060055 DOSAGEM DE 17-CETOSTEROIDES TOTAIS"";14387;-"
"""0202060063 DOSAGEM DE 17-HIDROXICORTICOSTEROIDES"";11528;-"
"""0202060071 DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA)"";2066;-"
"""0202060080 DOSAGEM DE ADRENOCORTICOTROFICO (ACTH)"";17551;-"
"""0202060098 DOSAGEM DE ALDOSTERONA"";14388;-"
"""0202060101 DOSAGEM DE AMP CICLICO"";193;-"
"""0202060110 DOSAGEM DE ANDROSTENEDIONA"";4682;-"
"""0202060128 DOSAGEM DE CALCITONINA"";118036;-"
"""0202060136 DOSAGEM DE CORTISOL"";54968;-"
"""0202060144 DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA)"";7355;-"
"""0202060152 DOSAGEM DE DIHIDROTESTOTERONA (DHT)"";6790;-"
"""0202060160 DOSAGEM DE ESTRADIOL"";7389;-"
"""0202060179 DOSAGEM DE ESTRIOL"";194;-"
"""0202060187 DOSAGEM DE ESTRONA"";2194;-"
"""0202060195 DOSAGEM DE GASTRINA"";1135;-"
"""0202060209 DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA"";17356;-"
"""0202060217 DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)"";544070;-"
"""0202060225 DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH)"";24475;-"
"""0202060233 DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH)"";18870;-"
"""0202060241 DOSAGEM DE HORMONIO LUTEINIZANTE (LH)"";16317;-"
"""0202060250 DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH)"";1331241;-"
"""0202060268 DOSAGEM DE INSULINA"";636272;-"
"""0202060284 DOSAGEM DE PEPTIDEO C"";110090;-"
"""0202060292 DOSAGEM DE PROGESTERONA"";3538;-"
"""0202060306 DOSAGEM DE PROLACTINA"";23455;-"
"""0202060314 DOSAGEM DE RENINA"";14485;-"
"""0202060330 DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS)"";9483;-"
"""0202060349 DOSAGEM DE TESTOSTERONA"";16200;-"
"""0202060357 DOSAGEM DE TESTOSTERONA LIVRE"";4931;-"
"""0202060365 DOSAGEM DE TIREOGLOBULINA"";10848;-"
"""0202060373 DOSAGEM DE TIROXINA (T4)"";182090;-"
"""0202060381 DOSAGEM DE TIROXINA LIVRE (T4 LIVRE)"";710597;-"
"""0202060390 DOSAGEM DE TRIIODOTIRONINA (T3)"";69452;-"
"""0202060403 TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH"";9310;-"
"""0202060411 TESTE DE ESTIMULO DA PROLACTINA APOS CLORPROMAZINA"";90;-"
"""0202060420 TESTE DE ESTIMULO COM GNRH OU COM AGONISTA GNRH"";52;-"
"""0202060438 TESTE DE ESTIMULO DO HGH APOS GLUCAGON"";213;-"
"""0202060446 TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA"";572;-"
"""0202060454 TESTE DE SUPRESSAO DO HGH APOS GLICOSE"";478;-"
"""0202060462 TESTE P/ INVESTIGACAO DO DIABETES INSIPIDUS"";93;-"
"""0202060470 PESQUISA DE MACROPROLACTINA"";247;-"
"""0202070018 DOSAGEM DE ACIDO DELTA-AMINOLEVULINICO"";382;-"
"""0202070026 DOSAGEM DE ACIDO HIPURICO"";6187;-"
"""0202070034 DOSAGEM DE ACIDO MANDELICO"";169;-"
"""0202070042 DOSAGEM DE ACIDO METIL-HIPURICO"";326;-"
"""0202070050 DOSAGEM DE ACIDO VALPROICO"";30360;-"
"""0202070069 DOSAGEM DE ALA-DESIDRATASE"";481;-"
"""0202070077 DOSAGEM DE ALCOOL ETILICO"";257;-"
"""0202070085 DOSAGEM DE ALUMINIO"";22082;-"
"""0202070093 DOSAGEM DE AMINOGLICOSIDEOS"";385332;-"
"""0202070107 DOSAGEM DE ANFETAMINAS"";427;-"
"""0202070115 DOSAGEM DE ANTIDEPRESSIVOS TRICICLICOS"";1532;-"
"""0202070123 DOSAGEM DE BARBITURATOS"";80489;-"
"""0202070131 DOSAGEM DE BENZODIAZEPINICOS"";11351;-"
"""0202070140 DOSAGEM DE CADMIO"";96;-"
"""0202070158 DOSAGEM DE CARBAMAZEPINA"";18166;-"
"""0202070166 DOSAGEM DE CARBOXI-HEMOGLOBINA"";158448;-"
"""0202070174 DOSAGEM DE CHUMBO"";314;-"
"""0202070182 DOSAGEM DE CICLOSPORINA"";116161;-"
"""0202070190 DOSAGEM DE COBRE"";8440;-"
"""0202070204 DOSAGEM DE DIGITALICOS (DIGOXINA, DIGITOXINA)"";33510;-"
"""0202070212 DOSAGEM DE ETOSSUXIMIDA"";12;-"
"""0202070220 DOSAGEM DE FENITOINA"";37845;-"
"""0202070239 DOSAGEM DE FENOL"";200;-"
"""0202070247 DOSAGEM DE FORMALDEIDO"";46;-"
"""0202070255 DOSAGEM DE LITIO"";54636;-"
"""0202070263 DOSAGEM DE MERCURIO"";9920;-"
"""0202070271 DOSAGEM DE META-HEMOGLOBINA"";308549;-"
"""0202070280 DOSAGEM DE METABOLITOS DA COCAINA"";12127;-"
"""0202070298 DOSAGEM DE METOTREXATO"";52023;-"
"""0202070301 DOSAGEM DE QUINIDINA"";691;-"
"""0202070310 DOSAGEM DE SALICILATOS"";1063;-"
"""0202070328 DOSAGEM DE SULFATOS"";592;-"
"""0202070336 DOSAGEM DE TEOFILINA"";3300;-"
"""0202070344 DOSAGEM DE TIOCIANATO"";1663;-"
"""0202070352 DOSAGEM DE ZINCO"";7470;-"
"""0202080013 ANTIBIOGRAMA"";3126074;-"
"""0202080021 ANTIBIOGRAMA C/ CONCENTRACAO INIBITORIA MINIMA"";1591476;-"
"""0202080030 TESTE DE SENSIBILIDADE EM MEIO SOLIDO PARA OS FARMACOS CONTRA MICOBACTERIAS"";469120;-"
"""0202080048 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA)"";410308;-"
"""0202080056 BACILOSCOPIA DIRETA P/ BAAR (HANSENIASE)"";15331;-"
"""0202080064 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE)"";96127;-"
"""0202080072 BACTERIOSCOPIA (GRAM)"";2615991;-"
"""0202080080 CULTURA DE BACTERIAS P/ IDENTIFICACAO"";12140916;-"
"""0202080099 CULTURA DO LEITE HUMANO (POS-PASTEURIZACAO)"";447;-"
"""0202080102 CULTURA P/ HERPESVIRUS"";1044;-"
"""0202080110 CULTURA SOLIDA PARA MICOBACTERIAS"";292957;-"
"""0202080129 CULTURA PARA BACTERIAS ANAEROBICAS"";791666;-"
"""0202080137 CULTURA PARA IDENTIFICACAO MORFOLOGICA DE FUNGOS"";626840;-"
"""0202080145 EXAME MICROBIOLOGICO A FRESCO (DIRETO)"";280265;-"
"""0202080153 HEMOCULTURA"";9940213;-"
"""0202080161 IDENTIFICACAO AUTOMATIZADA DE MICRO-ORGANISMOS"";1088968;-"
"""0202080170 PEQUISA DE PNEUMOCYSTI CARINI"";9308;-"
"""0202080188 PESQUISA DE BACILO DIFTERICO"";3880;-"
"""0202080196 PESQUISA DE ESTREPTOCOCOS BETA-HEMOLITICOS DO GRUPO A"";22989;-"
"""0202080200 PESQUISA DE HAEMOPHILUS DUCREY"";207;-"
"""0202080218 PESQUISA DE HELICOBACTER PYLORI"";18151;-"
"""0202080226 PESQUISA DE LEPTOSPIRAS"";3458;-"
"""0202080234 EXAMES DIRETOS PARA PESQUISA DE TREPONEMA PALLIDUM"";24464;-"
"""0202080250 EXAME MICOLOGICO DIRETO"";160;-"
"""0202090019 ACIDO URICO NO LIQUIDO SINOVIAL E DERRAMES"";28108;-"
"""0202090027 ADENOGRAMA"";7187;-"
"""0202090035 CITOLOGIA P/ CLAMIDIA"";2038;-"
"""0202090043 CITOLOGIA P/ HERPESVIRUS"";1773;-"
"""0202090051 CONTAGEM ESPECIFICA DE CELULAS NO LIQUOR"";289070;-"
"""0202090060 CONTAGEM GLOBAL DE CELULAS NO LIQUOR"";419161;-"
"""0202090078 DETERMINACAO DE FOSFOLIPIDIOS RELACAO LECITINA - ESFINGOMIELINA NO LIQUIDO AMNIOTICO"";12164;-"
"""0202090086 DOSAGEM DE CREATININA NO LIQUIDO AMNIOTICO"";387;-"
"""0202090094 DOSAGEM DE FOSFATASE ALCALINA NO ESPERMA"";891;-"
"""0202090108 DOSAGEM DE FRUTOSE"";1038;-"
"""0202090124 DOSAGEM DE GLICOSE NO LIQUIDO SINOVIAL E DERRAMES"";75490;-"
"""0202090132 DOSAGEM DE PROTEINAS NO LIQUIDO SINOVIAL E DERRAMES"";110420;-"
"""0202090140 DOSAGEM DE SODIO E CLORO NO SUOR (C/ COLETA)"";475176;-"
"""0202090159 ELETROFORESE DE PROTEINAS C/ CONCENTRACAO NO LIQUOR"";27693;-"
"""0202090167 ESPECTROFOTOMETRIA NO LIQUIDO AMNIOTICO"";15;-"
"""0202090175 ESPLENOGRAMA"";22;-"
"""0202090183 EXAME DE CARACTERES FISICOS CONTAGEM GLOBAL E ESPECIFICA DE CELULAS"";189987;-"
"""0202090191 MIELOGRAMA"";72276;-"
"""0202090213 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES ( ELISA )"";420;-"
"""0202090221 DOSAGEM DE FOSFATASE ACIDA NO ESPERMA"";458;-"
"""0202090230 PESQUISA DE CARACTERES FISICOS NO LIQUOR"";234144;-"
"""0202090248 PESQUISA DE CELULAS ORANGIOFILAS"";105;-"
"""0202090256 PESQUISA DE CRISTAIS C/ LUZ POLARIZADA"";1949;-"
"""0202090264 ESPERMOGRAMA"";206;-"
"""0202090272 PESQUISA DE RAGOCITOS NO LIQUIDO SINOVIAL E DERRAMES"";7556;-"
"""0202090280 PROVA DE PROGRESSAO ESPERMATICA (CADA)"";42;-"
"""0202090299 PROVA DO LATEX P/ HAEMOPHILLUS INFLUENZAE, STREPTOCOCCUS PNEUMONIAE, NEISSERIA MENINGITIDIS (SOROTIP"";139524;-"
"""0202090302 PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE"";24105;-"
"""0202090310 REACAO DE PANDY"";10084;-"
"""0202090329 REACAO DE RIVALTA NO LIQUIDO SINOVIAL E DERRAMES"";3097;-"
"""0202090337 TESTE DE CLEMENTS"";254;-"
"""0202090345 TESTE DE GASTROACIDOGRAMA - SECRECAO BASAL POR 60 EM 4 AMOSTRAS"";194;-"
"""0202090353 TESTE DE HOLLANDER NO SUCO GASTRICO"";4164;-"
"""0202090361 TESTE MOLECULAR PARA A DETECCAO DO COMPLEXO MYCOBACTERIUM TUBERCULOSIS"";21029;-"
"""0202100014 DETERMINACAO DE CARIOTIPO EM CULTURA DE LONGA DURACAO (C/ TECNICA DE BANDAS)"";3011;561006,00"
"""0202100022 DETERMINACAO DE CARIOTIPO EM MEDULA OSSEA E VILOSIDADES CORIONICAS (C/ TECNICA DE BANDAS)"";15770;2587824,00"
"""0202100030 DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS)"";13881;2436144,00"
"""0202100049 QUANTIFICACAO/AMPLIFICACAO DO HER-2"";1398;170256,00"
"""0202100219 DIAGNOSTICO DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TECNICA MOLECULAR"";2076;310231,36"
"""0202100227 REAVALIACAO DIAGNOSTICA DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TECNICA MOLECULAR"";1161;198561,96"
"""0202100235 PESQUISA DE MUTACAO DO GENE DA PROTROMBINA"";1022;198117,00"
"""0202100243 TESTE CITOGENETICO POR HIBRIDIZACAO IN SITU POR FLUORESCENCIA (FISH) PARA MIELOMA MULTIPLO"";19;7152,93"
"""0202120015 DETERMINACAO DE ANTICORPOS ANTIPLAQUETARIOS"";41376;-"
"""0202120023 DETERMINACAO DIRETA E REVERSA DE GRUPO ABO"";9196306;-"
"""0202120031 FENOTIPAGEM DE SISTEMA RH - HR"";957821;-"
"""0202120040 IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES C/ PAINEL DE HEMACIAS"";144211;-"
"""0202120058 PESQUISA DE ANTICORPOS IRREGULARES PELO METODO DA ELUICAO"";111307;-"
"""0202120066 PESQUISA DE ANTICORPOS SERICOS IRREGULARES 37OC"";227069;-"
"""0202120074 PESQUISA DE ANTICORPOS SERICOS IRREGULARES A FRIO"";139964;-"
"""0202120082 PESQUISA DE FATOR RH (INCLUI D FRACO)"";5368779;-"
"""0202120090 TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA)"";397115;-"
"""0202120104 TITULACAO DE ANTICORPOS ANTI A E/OU ANTI B"";59124;-"
"""0203010027 EXAME CITOPATOLOGICO HORMONAL SERIADO (MINIMO 3 COLETAS)"";24081;517577,01"
"""0203010035 EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA)"";190717;3801767,23"
"""0203020022 EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - PECA CIRURGICA"";108541;6524478,43"
"""0203020030 EXAME ANATOMO-PATOLOGICO PARA CONGELAMENTO / PARAFINA POR PECA CIRURGICA OU POR BIOPSIA (EXCETO COL"";13604790;531362061,01"
"""0203020049 IMUNOHISTOQUIMICA DE NEOPLASIAS MALIGNAS (POR MARCADOR)"";911928;117933203,94"
"""0203020057 NECROPSIA"";5062;3545765,40"
"""0204010012 DACRIOCISTOGRAFIA"";584;-"
"""0204010020 PLANIGRAFIA DE LARINGE"";137;-"
"""0204010039 RADIOGRAFIA BILATERAL DE ORBITAS (PA + OBLIQUAS + HIRTZ)"";3803;-"
"""0204010047 RADIOGRAFIA DE ARCADA ZIGOMATICO-MALAR (AP+ OBLIQUAS)"";1534;-"
"""0204010055 RADIOGRAFIA DE ARTICULACAO TEMPORO-MANDIBULAR BILATERAL"";15099;-"
"""0204010063 RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ)"";5873;-"
"""0204010071 RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLIQUA / BRETTON + HIRTZ)"";15668;-"
"""0204010080 RADIOGRAFIA DE CRANIO (PA + LATERAL)"";100501;-"
"""0204010098 RADIOGRAFIA DE LARINGE"";1311;-"
"""0204010101 RADIOGRAFIA DE MASTOIDE / ROCHEDOS (BILATERAL)"";470;-"
"""0204010110 RADIOGRAFIA DE MAXILAR (PA + OBLIQUA)"";8278;-"
"""0204010128 RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ)"";38621;-"
"""0204010136 RADIOGRAFIA DE REGIAO ORBITARIA (LOCALIZACAO DE CORPO ESTRANHO)"";339;-"
"""0204010144 RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ)"";58272;-"
"""0204010152 RADIOGRAFIA DE SELA TURSICA (PA + LATERAL + BRETTON)"";4063;-"
"""0204010160 RADIOGRAFIA OCLUSAL"";97;-"
"""0204010179 RADIOGRAFIA PANORAMICA"";27707;-"
"""0204010187 RADIOGRAFIA PERI-APICAL INTERPROXIMAL (BITE-WING)"";356;-"
"""0204010195 SIALOGRAFIA (POR GLANDULA)"";128;-"
"""0204010209 TELERADIOGRAFIA COM TRACADOS E SEM TRACADOS"";1216;-"
"""0204010217 RADIOGRAFIA INTERPROXIMAL (BITE WING)"";134;-"
"""0204010225 RADIOGRAFIA PERIAPICAL"";4359;-"
"""0204020018 MIELOGRAFIA"";195;24733,34"
"""0204020026 PLANIGRAFIA DE COLUNA VERTEBRAL"";178;-"
"""0204020034 RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQUAS)"";54788;-"
"""0204020042 RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO)"";78031;-"
"""0204020050 RADIOGRAFIA DE COLUNA CERVICAL FUNCIONAL / DINAMICA"";12874;-"
"""0204020069 RADIOGRAFIA DE COLUNA LOMBO-SACRA"";114208;-"
"""0204020077 RADIOGRAFIA DE COLUNA LOMBO-SACRA (C/ OBLIQUAS)"";21050;-"
"""0204020085 RADIOGRAFIA DE COLUNA LOMBO-SACRA FUNCIONAL / DINAMICA"";7736;-"
"""0204020093 RADIOGRAFIA DE COLUNA TORACICA (AP + LATERAL)"";46882;-"
"""0204020107 RADIOGRAFIA DE COLUNA TORACO-LOMBAR"";33484;-"
"""0204020115 RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA"";4597;-"
"""0204020123 RADIOGRAFIA DE REGIAO SACRO-COCCIGEA"";6845;-"
"""0204020131 RADIOGRAFIA PANORAMICA DE COLUNA TOTAL- TELESPONDILOGRAFIA ( P/ ESCOLIOSE)"";10842;-"
"""0204030013 BRONCOGRAFIA UNILATERAL"";224;27927,94"
"""0204030021 DUCTOGRAFIA (POR MAMA)"";116;-"
"""0204030048 MARCACAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A MAMOGRAFIA"";10846;679974,86"
"""0204030056 RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL + OBLIQUA)"";5284;-"
"""0204030064 RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL)"";7153;-"
"""0204030072 RADIOGRAFIA DE COSTELAS (POR HEMITORAX)"";36092;-"
"""0204030080 RADIOGRAFIA DE ESOFAGO"";10639;-"
"""0204030099 RADIOGRAFIA DE ESTERNO"";1463;-"
"""0204030102 RADIOGRAFIA DE MEDIASTINO (PA E PERFIL)"";932;-"
"""0204030110 RADIOGRAFIA DE PNEUMOMEDIASTINO"";1769;-"
"""0204030129 RADIOGRAFIA DE TORAX (APICO-LORDORTICA)"";204395;-"
"""0204030137 RADIOGRAFIA DE TORAX (PA + INSPIRACAO + EXPIRACAO + LATERAL)"";215403;-"
"""0204030145 RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA)"";576565;-"
"""0204030153 RADIOGRAFIA DE TORAX (PA E PERFIL)"";6033660;-"
"""0204030170 RADIOGRAFIA DE TORAX (PA)"";21064130;-"
"""0204040019 RADIOGRAFIA DE ANTEBRACO"";653717;-"
"""0204040027 RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR"";43038;-"
"""0204040035 RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL"";132025;-"
"""0204040043 RADIOGRAFIA DE ARTICULACAO ESTERNO-CLAVICULAR"";4425;-"
"""0204040051 RADIOGRAFIA DE BRACO"";451797;-"
"""0204040060 RADIOGRAFIA DE CLAVICULA"";274798;-"
"""0204040078 RADIOGRAFIA DE COTOVELO"";382682;-"
"""0204040086 RADIOGRAFIA DE DEDOS DA MAO"";173211;-"
"""0204040094 RADIOGRAFIA DE MAO"";511321;-"
"""0204040108 RADIOGRAFIA DE MAO E PUNHO (P/ DETERMINACAO DE IDADE OSSEA)"";44063;-"
"""0204040116 RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES)"";319034;-"
"""0204040124 RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA)"";697383;-"
